
-------------------------------------------------------------------
GMS: address=vagrant-53708, cluster=AV, physical address=10.0.2.15:53822
-------------------------------------------------------------------
14:03:41.258 [main] INFO  AV.VCU - waiting on readyToRun...
14:03:41.517 [main] INFO  AV.VCU - ...synchronized on readyToRun
14:03:41.520 [main] INFO  AV.VCU - started logical time progression
14:03:41.526 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
14:03:43.403 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
14:03:44.659 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
14:03:45.737 [main] INFO  AV.VCU -  OSD 00 currentime 60.0
14:03:46.874 [main] INFO  AV.VCU -  OSD 00 currentime 80.0
14:03:47.966 [main] INFO  AV.VCU -  OSD 00 currentime 100.0
14:03:49.040 [main] INFO  AV.VCU -  OSD 00 currentime 120.0
14:03:50.036 [main] INFO  AV.VCU -  OSD 00 currentime 140.0
14:03:51.065 [main] INFO  AV.VCU -  OSD 00 currentime 160.0
14:03:52.330 [main] INFO  AV.VCU -  OSD 00 currentime 180.0
14:03:53.930 [main] INFO  AV.VCU -  OSD 00 currentime 200.0
14:03:54.972 [main] INFO  AV.VCU -  OSD 00 currentime 220.0
14:03:56.109 [main] INFO  AV.VCU -  OSD 00 currentime 240.0
14:03:57.178 [main] INFO  AV.VCU -  OSD 00 currentime 260.0
14:03:58.211 [main] INFO  AV.VCU -  OSD 00 currentime 280.0
14:03:59.312 [main] INFO  AV.VCU -  OSD 00 currentime 300.0
14:04:00.363 [main] INFO  AV.VCU -  OSD 00 currentime 320.0
14:04:01.370 [main] INFO  AV.VCU -  OSD 00 currentime 340.0
14:04:02.383 [main] INFO  AV.VCU -  OSD 00 currentime 360.0
14:04:03.463 [main] INFO  AV.VCU -  OSD 00 currentime 380.0
14:04:04.405 [main] INFO  AV.VCU -  OSD 00 currentime 400.0
14:04:05.554 [main] INFO  AV.VCU -  OSD 00 currentime 420.0
14:04:06.578 [main] INFO  AV.VCU -  OSD 00 currentime 440.0
14:04:07.556 [main] INFO  AV.VCU -  OSD 00 currentime 460.0
14:04:08.539 [main] INFO  AV.VCU -  OSD 00 currentime 480.0
14:04:09.524 [main] INFO  AV.VCU -  OSD 00 currentime 500.0
14:04:10.519 [main] INFO  AV.VCU -  OSD 00 currentime 520.0
14:04:11.514 [main] INFO  AV.VCU -  OSD 00 currentime 540.0
14:04:12.535 [main] INFO  AV.VCU -  OSD 00 currentime 560.0
14:04:13.502 [main] INFO  AV.VCU -  OSD 00 currentime 580.0
14:04:14.498 [main] INFO  AV.VCU -  OSD 00 currentime 600.0
14:04:15.442 [main] INFO  AV.VCU -  OSD 00 currentime 620.0
14:04:16.413 [main] INFO  AV.VCU -  OSD 00 currentime 640.0
14:04:17.372 [main] INFO  AV.VCU -  OSD 00 currentime 660.0
14:04:18.332 [main] INFO  AV.VCU -  OSD 00 currentime 680.0
14:04:19.287 [main] INFO  AV.VCU -  OSD 00 currentime 700.0
14:04:20.294 [main] INFO  AV.VCU -  OSD 00 currentime 720.0
14:04:21.284 [main] INFO  AV.VCU -  OSD 00 currentime 740.0
14:04:22.294 [main] INFO  AV.VCU -  OSD 00 currentime 760.0
14:04:23.218 [main] INFO  AV.VCU -  OSD 00 currentime 780.0
14:04:24.175 [main] INFO  AV.VCU -  OSD 00 currentime 800.0
14:04:25.155 [main] INFO  AV.VCU -  OSD 00 currentime 820.0
14:04:26.147 [main] INFO  AV.VCU -  OSD 00 currentime 840.0
14:04:27.140 [main] INFO  AV.VCU -  OSD 00 currentime 860.0
14:04:28.120 [main] INFO  AV.VCU -  OSD 00 currentime 880.0
14:04:29.108 [main] INFO  AV.VCU -  OSD 00 currentime 900.0
14:04:30.217 [main] INFO  AV.VCU -  OSD 00 currentime 920.0
14:04:31.187 [main] INFO  AV.VCU -  OSD 00 currentime 940.0
14:04:32.053 [main] INFO  AV.VCU -  OSD 00 currentime 960.0
14:04:33.045 [main] INFO  AV.VCU -  OSD 00 currentime 980.0
14:04:34.019 [main] INFO  AV.VCU -  OSD 00 currentime 1000.0
14:04:35.002 [main] INFO  AV.VCU -  OSD 00 currentime 1020.0
14:04:35.952 [main] INFO  AV.VCU -  OSD 00 currentime 1040.0
14:04:36.915 [main] INFO  AV.VCU -  OSD 00 currentime 1060.0
14:04:37.795 [main] INFO  AV.VCU -  OSD 00 currentime 1080.0
14:04:38.761 [main] INFO  AV.VCU -  OSD 00 currentime 1100.0
14:04:39.731 [main] INFO  AV.VCU -  OSD 00 currentime 1120.0
14:04:40.717 [main] INFO  AV.VCU -  OSD 00 currentime 1140.0
14:04:41.689 [main] INFO  AV.VCU -  OSD 00 currentime 1160.0
14:04:42.649 [main] INFO  AV.VCU -  OSD 00 currentime 1180.0
14:04:43.663 [main] INFO  AV.VCU -  OSD 00 currentime 1200.0
14:04:44.670 [main] INFO  AV.VCU -  OSD 00 currentime 1220.0
14:04:45.647 [main] INFO  AV.VCU -  OSD 00 currentime 1240.0
14:04:46.648 [main] INFO  AV.VCU -  OSD 00 currentime 1260.0
14:04:47.675 [main] INFO  AV.VCU -  OSD 00 currentime 1280.0
14:04:48.640 [main] INFO  AV.VCU -  OSD 00 currentime 1300.0
14:04:49.625 [main] INFO  AV.VCU -  OSD 00 currentime 1320.0
14:04:50.598 [main] INFO  AV.VCU -  OSD 00 currentime 1340.0
14:04:51.552 [main] INFO  AV.VCU -  OSD 00 currentime 1360.0
14:04:52.535 [main] INFO  AV.VCU -  OSD 00 currentime 1380.0
14:04:53.515 [main] INFO  AV.VCU -  OSD 00 currentime 1400.0
14:04:54.554 [main] INFO  AV.VCU -  OSD 00 currentime 1420.0
14:04:55.515 [main] INFO  AV.VCU -  OSD 00 currentime 1440.0
14:04:56.517 [main] INFO  AV.VCU -  OSD 00 currentime 1460.0
14:04:57.535 [main] INFO  AV.VCU -  OSD 00 currentime 1480.0
14:04:58.524 [main] INFO  AV.VCU -  OSD 00 currentime 1500.0
14:04:59.515 [main] INFO  AV.VCU -  OSD 00 currentime 1520.0
14:05:00.518 [main] INFO  AV.VCU -  OSD 00 currentime 1540.0
14:05:01.497 [main] INFO  AV.VCU -  OSD 00 currentime 1560.0
14:05:02.458 [main] INFO  AV.VCU -  OSD 00 currentime 1580.0
14:05:03.324 [main] INFO  AV.VCU -  OSD 00 currentime 1600.0
14:05:03.941 [main] INFO  AV.VCU -  OSD 00 currentime 1620.0
14:05:04.876 [main] INFO  AV.VCU -  OSD 00 currentime 1640.0
14:05:05.843 [main] INFO  AV.VCU -  OSD 00 currentime 1660.0
14:05:06.818 [main] INFO  AV.VCU -  OSD 00 currentime 1680.0
14:05:07.768 [main] INFO  AV.VCU -  OSD 00 currentime 1700.0
14:05:08.710 [main] INFO  AV.VCU -  OSD 00 currentime 1720.0
14:05:09.689 [main] INFO  AV.VCU -  OSD 00 currentime 1740.0
14:05:10.696 [main] INFO  AV.VCU -  OSD 00 currentime 1760.0
14:05:11.686 [main] INFO  AV.VCU -  OSD 00 currentime 1780.0
14:05:12.616 [main] INFO  AV.VCU -  OSD 00 currentime 1800.0
14:05:13.594 [main] INFO  AV.VCU -  OSD 00 currentime 1820.0
14:05:14.635 [main] INFO  AV.VCU -  OSD 00 currentime 1840.0
14:05:15.598 [main] INFO  AV.VCU -  OSD 00 currentime 1860.0
14:05:16.491 [main] INFO  AV.VCU -  OSD 00 currentime 1880.0
14:05:17.482 [main] INFO  AV.VCU -  OSD 00 currentime 1900.0
14:05:18.488 [main] INFO  AV.VCU -  OSD 00 currentime 1920.0
14:05:19.457 [main] INFO  AV.VCU -  OSD 00 currentime 1940.0
14:05:20.462 [main] INFO  AV.VCU -  OSD 00 currentime 1960.0
14:05:21.469 [main] INFO  AV.VCU -  OSD 00 currentime 1980.0
14:05:22.446 [main] INFO  AV.VCU -  OSD 00 currentime 2000.0
14:05:23.428 [main] INFO  AV.VCU -  OSD 00 currentime 2020.0
14:05:24.394 [main] INFO  AV.VCU -  OSD 00 currentime 2040.0
14:05:25.414 [main] INFO  AV.VCU -  OSD 00 currentime 2060.0
14:05:26.342 [main] INFO  AV.VCU -  OSD 00 currentime 2080.0
14:05:27.413 [main] INFO  AV.VCU -  OSD 00 currentime 2100.0
14:05:28.383 [main] INFO  AV.VCU -  OSD 00 currentime 2120.0
14:05:29.365 [main] INFO  AV.VCU -  OSD 00 currentime 2140.0
14:05:30.356 [main] INFO  AV.VCU -  OSD 00 currentime 2160.0
14:05:31.319 [main] INFO  AV.VCU -  OSD 00 currentime 2180.0
14:05:32.321 [main] INFO  AV.VCU -  OSD 00 currentime 2200.0
14:05:33.230 [main] INFO  AV.VCU -  OSD 00 currentime 2220.0
14:05:34.215 [main] INFO  AV.VCU -  OSD 00 currentime 2240.0
14:05:35.192 [main] INFO  AV.VCU -  OSD 00 currentime 2260.0
14:05:36.125 [main] INFO  AV.VCU -  OSD 00 currentime 2280.0
14:05:37.045 [main] INFO  AV.VCU -  OSD 00 currentime 2300.0
14:05:38.018 [main] INFO  AV.VCU -  OSD 00 currentime 2320.0
14:05:39.005 [main] INFO  AV.VCU -  OSD 00 currentime 2340.0
14:05:40.033 [main] INFO  AV.VCU -  OSD 00 currentime 2360.0
