
-------------------------------------------------------------------
GMS: address=vagrant-23594, cluster=AV, physical address=10.0.2.15:49805
-------------------------------------------------------------------
16:44:52.249 [main] INFO  AV.VCU - waiting on readyToRun...
16:44:52.505 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:44:52.516 [main] INFO  AV.VCU - started logical time progression
16:44:52.530 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:44:52.564 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:44:52.657 [main] INFO  AV.VCU -  notif as received 0
16:44:53.686 [main] INFO  AV.VCU -  notif as received false
16:44:53.767 [main] INFO  AV.VCU -  notif as received false
16:44:53.866 [main] INFO  AV.VCU -  notif as received false
16:44:53.919 [main] INFO  AV.VCU -  notif as received false
16:44:54.055 [main] INFO  AV.VCU -  notif as received false
16:44:54.109 [main] INFO  AV.VCU -  notif as received false
16:44:54.221 [main] INFO  AV.VCU -  notif as received false
16:44:54.289 [main] INFO  AV.VCU -  notif as received false
16:44:54.605 [main] INFO  AV.VCU -  notif as received false
16:44:54.623 [main] INFO  AV.VCU -  notif as received false
16:44:54.732 [main] INFO  AV.VCU -  notif as received false
16:44:54.798 [main] INFO  AV.VCU -  notif as received false
16:44:54.859 [main] INFO  AV.VCU -  notif as received false
16:44:54.917 [main] INFO  AV.VCU -  notif as received false
16:44:54.978 [main] INFO  AV.VCU -  notif as received false
16:44:55.042 [main] INFO  AV.VCU -  notif as received false
16:44:55.122 [main] INFO  AV.VCU -  notif as received false
16:44:55.169 [main] INFO  AV.VCU -  notif as received false
16:44:55.287 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:44:55.304 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:44:55.318 [main] INFO  AV.VCU -  notif as received false
16:44:55.444 [main] INFO  AV.VCU -  notif as received false
16:44:55.491 [main] INFO  AV.VCU -  notif as received false
16:44:55.564 [main] INFO  AV.VCU -  notif as received false
16:44:55.616 [main] INFO  AV.VCU -  notif as received false
16:44:55.711 [main] INFO  AV.VCU -  notif as received false
16:44:55.765 [main] INFO  AV.VCU -  notif as received false
16:44:55.831 [main] INFO  AV.VCU -  notif as received false
16:44:55.888 [main] INFO  AV.VCU -  notif as received false
16:44:55.949 [main] INFO  AV.VCU -  notif as received false
16:44:56.008 [main] INFO  AV.VCU -  notif as received false
16:44:56.073 [main] INFO  AV.VCU -  notif as received false
16:44:56.135 [main] INFO  AV.VCU -  notif as received false
16:44:56.175 [main] INFO  AV.VCU -  notif as received false
16:44:56.251 [main] INFO  AV.VCU -  notif as received false
16:44:56.302 [main] INFO  AV.VCU -  notif as received false
16:44:56.356 [main] INFO  AV.VCU -  notif as received false
16:44:56.414 [main] INFO  AV.VCU -  notif as received false
16:44:56.474 [main] INFO  AV.VCU -  notif as received false
16:44:56.530 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
16:44:56.536 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
16:44:56.597 [main] INFO  AV.VCU -  notif as received false
16:44:56.692 [main] INFO  AV.VCU -  notif as received false
16:44:56.747 [main] INFO  AV.VCU -  notif as received false
16:44:56.805 [main] INFO  AV.VCU -  notif as received false
16:44:56.865 [main] INFO  AV.VCU -  notif as received false
16:44:56.923 [main] INFO  AV.VCU -  notif as received false
16:44:56.978 [main] INFO  AV.VCU -  notif as received false
16:44:57.039 [main] INFO  AV.VCU -  notif as received false
16:44:57.108 [main] INFO  AV.VCU -  notif as received false
16:44:57.166 [main] INFO  AV.VCU -  notif as received false
16:44:57.231 [main] INFO  AV.VCU -  notif as received false
16:44:57.277 [main] INFO  AV.VCU -  notif as received false
16:44:57.344 [main] INFO  AV.VCU -  notif as received false
16:44:57.401 [main] INFO  AV.VCU -  notif as received false
16:44:57.458 [main] INFO  AV.VCU -  notif as received false
16:44:57.503 [main] INFO  AV.VCU -  notif as received false
16:44:57.582 [main] INFO  AV.VCU -  notif as received false
16:44:57.636 [main] INFO  AV.VCU -  notif as received false
16:44:57.696 [main] INFO  AV.VCU -  notif as received false
16:44:57.756 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 3
16:44:57.772 [main] INFO  AV.VCU -  OSD 00 currentime 60.0
