
-------------------------------------------------------------------
GMS: address=vagrant-12516, cluster=AV, physical address=10.0.2.15:46812
-------------------------------------------------------------------
16:58:56.813 [main] INFO  AV.VCU - waiting on readyToRun...
16:58:57.075 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:58:57.077 [main] INFO  AV.VCU - started logical time progression
16:58:57.078 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:58:57.100 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:58:57.208 [main] INFO  AV.VCU -  notif as received 0
16:58:58.639 [main] INFO  AV.VCU -  notif as received 0
16:58:58.708 [main] INFO  AV.VCU -  notif as received false
16:58:58.848 [main] INFO  AV.VCU -  notif as received false
16:58:58.920 [main] INFO  AV.VCU -  notif as received false
16:58:59.011 [main] INFO  AV.VCU -  notif as received false
16:58:59.078 [main] INFO  AV.VCU -  notif as received false
16:58:59.184 [main] INFO  AV.VCU -  notif as received false
16:58:59.286 [main] INFO  AV.VCU -  notif as received false
16:58:59.356 [main] INFO  AV.VCU -  notif as received false
16:58:59.606 [main] INFO  AV.VCU -  notif as received false
16:58:59.631 [main] INFO  AV.VCU -  notif as received false
16:58:59.734 [main] INFO  AV.VCU -  notif as received false
16:58:59.802 [main] INFO  AV.VCU -  notif as received false
16:58:59.856 [main] INFO  AV.VCU -  notif as received false
16:58:59.951 [main] INFO  AV.VCU -  notif as received false
16:59:00.013 [main] INFO  AV.VCU -  notif as received false
16:59:00.115 [main] INFO  AV.VCU -  notif as received false
16:59:00.175 [main] INFO  AV.VCU -  notif as received false
16:59:00.271 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:59:00.284 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:59:00.338 [main] INFO  AV.VCU -  notif as received false
16:59:00.467 [main] INFO  AV.VCU -  notif as received false
16:59:00.516 [main] INFO  AV.VCU -  notif as received false
16:59:00.608 [main] INFO  AV.VCU -  notif as received false
16:59:00.668 [main] INFO  AV.VCU -  notif as received false
16:59:00.784 [main] INFO  AV.VCU -  notif as received false
16:59:00.840 [main] INFO  AV.VCU -  notif as received false
16:59:00.938 [main] INFO  AV.VCU -  notif as received false
16:59:01.002 [main] INFO  AV.VCU -  notif as received false
16:59:01.081 [main] INFO  AV.VCU -  notif as received false
16:59:01.137 [main] INFO  AV.VCU -  notif as received false
16:59:01.246 [main] INFO  AV.VCU -  notif as received false
16:59:01.301 [main] INFO  AV.VCU -  notif as received false
16:59:01.372 [main] INFO  AV.VCU -  notif as received false
16:59:01.431 [main] INFO  AV.VCU -  notif as received false
16:59:01.504 [main] INFO  AV.VCU -  notif as received false
16:59:01.566 [main] INFO  AV.VCU -  notif as received false
16:59:01.666 [main] INFO  AV.VCU -  notif as received false
16:59:01.724 [main] INFO  AV.VCU -  notif as received false
16:59:01.798 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
16:59:01.807 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
16:59:01.856 [main] INFO  AV.VCU -  notif as received false
16:59:01.960 [main] INFO  AV.VCU -  notif as received false
16:59:02.011 [main] INFO  AV.VCU -  notif as received false
16:59:02.078 [main] INFO  AV.VCU -  notif as received false
16:59:02.142 [main] INFO  AV.VCU -  notif as received false
16:59:02.205 [main] INFO  AV.VCU -  notif as received false
16:59:02.260 [main] INFO  AV.VCU -  notif as received false
16:59:02.326 [main] INFO  AV.VCU -  notif as received false
16:59:02.380 [main] INFO  AV.VCU -  notif as received false
16:59:02.466 [main] INFO  AV.VCU -  notif as received false
16:59:02.527 [main] INFO  AV.VCU -  notif as received false
16:59:02.594 [main] INFO  AV.VCU -  notif as received false
16:59:02.654 [main] INFO  AV.VCU -  notif as received false
16:59:02.692 [main] INFO  AV.VCU -  notif as received false
16:59:02.775 [main] INFO  AV.VCU -  notif as received false
16:59:02.827 [main] INFO  AV.VCU -  notif as received false
16:59:02.882 [main] INFO  AV.VCU -  notif as received false
16:59:02.939 [main] INFO  AV.VCU -  notif as received false
16:59:02.989 [main] INFO  AV.VCU -  notif as received false
16:59:03.041 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 3
16:59:03.053 [main] INFO  AV.VCU -  OSD 00 currentime 60.0
16:59:03.121 [main] INFO  AV.VCU -  notif as received false
