
-------------------------------------------------------------------
GMS: address=vagrant-7341, cluster=AV, physical address=10.0.2.15:50819
-------------------------------------------------------------------
18:20:34.673 [main] INFO  AV.VCU - waiting on readyToRun...
18:20:34.941 [main] INFO  AV.VCU - ...synchronized on readyToRun
18:20:34.951 [main] INFO  AV.VCU - started logical time progression
18:20:34.954 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
18:20:34.985 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
18:20:35.206 [main] INFO  AV.VCU -  notif as received 0
18:20:36.782 [main] INFO  AV.VCU -  notif as received 0
18:20:36.842 [main] INFO  AV.VCU -  notif as received false
18:20:36.913 [main] INFO  AV.VCU -  notif as received false
18:20:36.974 [main] INFO  AV.VCU -  notif as received false
18:20:37.076 [main] INFO  AV.VCU -  notif as received false
18:20:37.138 [main] INFO  AV.VCU -  notif as received false
18:20:37.262 [main] INFO  AV.VCU -  notif as received false
18:20:37.322 [main] INFO  AV.VCU -  notif as received false
18:20:37.603 [main] INFO  AV.VCU -  notif as received false
18:20:37.618 [main] INFO  AV.VCU -  notif as received false
18:20:37.721 [main] INFO  AV.VCU -  notif as received false
18:20:37.773 [main] INFO  AV.VCU -  notif as received false
18:20:37.853 [main] INFO  AV.VCU -  notif as received false
18:20:37.888 [main] INFO  AV.VCU -  notif as received false
18:20:37.965 [main] INFO  AV.VCU -  notif as received false
18:20:38.023 [main] INFO  AV.VCU -  notif as received false
18:20:38.133 [main] INFO  AV.VCU -  notif as received false
18:20:38.204 [main] INFO  AV.VCU -  notif as received false
18:20:38.273 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
18:20:38.296 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
18:20:38.337 [main] INFO  AV.VCU -  notif as received false
18:20:38.454 [main] INFO  AV.VCU -  notif as received false
18:20:38.516 [main] INFO  AV.VCU -  notif as received false
18:20:38.581 [main] INFO  AV.VCU -  notif as received false
18:20:38.653 [main] INFO  AV.VCU -  notif as received false
18:20:38.709 [main] INFO  AV.VCU -  notif as received false
18:20:38.764 [main] INFO  AV.VCU -  notif as received false
18:20:38.849 [main] INFO  AV.VCU -  notif as received false
18:20:38.913 [main] INFO  AV.VCU -  notif as received false
18:20:39.007 [main] INFO  AV.VCU -  notif as received false
18:20:39.064 [main] INFO  AV.VCU -  notif as received false
18:20:39.155 [main] INFO  AV.VCU -  notif as received false
18:20:39.222 [main] INFO  AV.VCU -  notif as received false
18:20:39.278 [main] INFO  AV.VCU -  notif as received false
18:20:39.343 [main] INFO  AV.VCU -  notif as received false
18:20:39.376 [main] INFO  AV.VCU -  notif as received false
18:20:39.476 [main] INFO  AV.VCU -  notif as received false
18:20:39.528 [main] INFO  AV.VCU -  notif as received false
18:20:39.585 [main] INFO  AV.VCU -  notif as received false
18:20:39.646 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
18:20:39.665 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
18:20:39.724 [main] INFO  AV.VCU -  notif as received false
18:20:39.804 [main] INFO  AV.VCU -  notif as received false
18:20:39.846 [main] INFO  AV.VCU -  notif as received false
18:20:39.915 [main] INFO  AV.VCU -  notif as received false
18:20:39.969 [main] INFO  AV.VCU -  notif as received false
18:20:40.040 [main] INFO  AV.VCU -  notif as received false
18:20:40.100 [main] INFO  AV.VCU -  notif as received false
18:20:40.181 [main] INFO  AV.VCU -  notif as received false
18:20:40.233 [main] INFO  AV.VCU -  notif as received false
18:20:40.333 [main] INFO  AV.VCU -  notif as received false
18:20:40.387 [main] INFO  AV.VCU -  notif as received false
18:20:40.461 [main] INFO  AV.VCU -  notif as received false
18:20:40.521 [main] INFO  AV.VCU -  notif as received false
18:20:40.568 [main] INFO  AV.VCU -  notif as received false
18:20:40.622 [main] INFO  AV.VCU -  notif as received false
18:20:40.669 [main] INFO  AV.VCU -  notif as received false
18:20:40.723 [main] INFO  AV.VCU -  notif as received false
18:20:40.795 [main] INFO  AV.VCU -  notif as received false
18:20:40.847 [main] INFO  AV.VCU -  notif as received false
18:20:40.890 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 3
18:20:40.897 [main] INFO  AV.VCU -  OSD 00 currentime 60.0
18:20:40.951 [main] INFO  AV.VCU -  notif as received false
18:20:41.041 [main] INFO  AV.VCU -  notif as received false
18:20:41.113 [main] INFO  AV.VCU -  notif as received false
18:20:41.164 [main] INFO  AV.VCU -  notif as received false
18:20:41.216 [main] INFO  AV.VCU -  notif as received false
18:20:41.285 [main] INFO  AV.VCU -  notif as received false
18:20:41.344 [main] INFO  AV.VCU -  notif as received false
18:20:41.457 [main] INFO  AV.VCU -  notif as received false
18:20:41.520 [main] INFO  AV.VCU -  notif as received false
18:20:41.587 [main] INFO  AV.VCU -  notif as received false
18:20:41.648 [main] INFO  AV.VCU -  notif as received false
18:20:41.730 [main] INFO  AV.VCU -  notif as received false
18:20:41.782 [main] INFO  AV.VCU -  notif as received false
18:20:41.842 [main] INFO  AV.VCU -  notif as received false
18:20:41.911 [main] INFO  AV.VCU -  notif as received false
18:20:41.970 [main] INFO  AV.VCU -  notif as received false
18:20:42.030 [main] INFO  AV.VCU -  notif as received false
18:20:42.086 [main] INFO  AV.VCU -  notif as received false
18:20:42.168 [main] INFO  AV.VCU -  notif as received false
18:20:42.222 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 4
18:20:42.245 [main] INFO  AV.VCU -  OSD 00 currentime 80.0
18:20:42.273 [main] INFO  AV.VCU -  notif as received false
18:20:42.473 [main] INFO  AV.VCU -  notif as received false
18:20:42.523 [main] INFO  AV.VCU -  notif as received false
18:20:42.579 [main] INFO  AV.VCU -  notif as received false
18:20:42.658 [main] INFO  AV.VCU -  notif as received false
18:20:42.717 [main] INFO  AV.VCU -  notif as received false
18:20:42.766 [main] INFO  AV.VCU -  notif as received false
18:20:42.819 [main] INFO  AV.VCU -  notif as received false
18:20:42.872 [main] INFO  AV.VCU -  notif as received false
18:20:42.928 [main] INFO  AV.VCU -  notif as received false
18:20:42.976 [main] INFO  AV.VCU -  notif as received false
18:20:43.042 [main] INFO  AV.VCU -  notif as received false
18:20:43.091 [main] INFO  AV.VCU -  notif as received false
18:20:43.155 [main] INFO  AV.VCU -  notif as received false
18:20:43.206 [main] INFO  AV.VCU -  notif as received false
18:20:43.252 [main] INFO  AV.VCU -  notif as received false
18:20:43.314 [main] INFO  AV.VCU -  notif as received false
18:20:43.380 [main] INFO  AV.VCU -  notif as received false
18:20:43.415 [main] INFO  AV.VCU -  notif as received false
18:20:43.479 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 5
18:20:43.491 [main] INFO  AV.VCU -  OSD 00 currentime 100.0
18:20:43.541 [main] INFO  AV.VCU -  notif as received false
18:20:43.621 [main] INFO  AV.VCU -  notif as received false
18:20:43.666 [main] INFO  AV.VCU -  notif as received false
18:20:43.729 [main] INFO  AV.VCU -  notif as received false
18:20:43.770 [main] INFO  AV.VCU -  notif as received false
18:20:43.857 [main] INFO  AV.VCU -  notif as received false
18:20:43.918 [main] INFO  AV.VCU -  notif as received false
18:20:43.987 [main] INFO  AV.VCU -  notif as received false
18:20:44.046 [main] INFO  AV.VCU -  notif as received false
18:20:44.122 [main] INFO  AV.VCU -  notif as received false
18:20:44.179 [main] INFO  AV.VCU -  notif as received false
18:20:44.259 [main] INFO  AV.VCU -  notif as received false
18:20:44.300 [main] INFO  AV.VCU -  notif as received false
18:20:44.371 [main] INFO  AV.VCU -  notif as received false
18:20:44.420 [main] INFO  AV.VCU -  notif as received false
