
-------------------------------------------------------------------
GMS: address=vagrant-4892, cluster=AV, physical address=10.0.2.15:58166
-------------------------------------------------------------------
18:17:20.471 [main] INFO  AV.VCU - waiting on readyToRun...
18:17:20.735 [main] INFO  AV.VCU - ...synchronized on readyToRun
18:17:20.739 [main] INFO  AV.VCU - started logical time progression
18:17:20.743 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
18:17:20.769 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
18:17:20.920 [main] INFO  AV.VCU -  notif as received 0
18:17:22.440 [main] INFO  AV.VCU -  notif as received false
18:17:22.493 [main] INFO  AV.VCU -  notif as received false
18:17:22.630 [main] INFO  AV.VCU -  notif as received false
18:17:22.700 [main] INFO  AV.VCU -  notif as received false
18:17:22.826 [main] INFO  AV.VCU -  notif as received false
18:17:22.882 [main] INFO  AV.VCU -  notif as received false
18:17:23.008 [main] INFO  AV.VCU -  notif as received false
18:17:23.071 [main] INFO  AV.VCU -  notif as received false
18:17:23.181 [main] INFO  AV.VCU -  notif as received false
18:17:23.230 [main] INFO  AV.VCU -  notif as received false
18:17:23.318 [main] INFO  AV.VCU -  notif as received false
18:17:23.545 [main] INFO  AV.VCU -  notif as received false
18:17:23.648 [main] INFO  AV.VCU -  notif as received false
18:17:23.770 [main] INFO  AV.VCU -  notif as received false
18:17:23.814 [main] INFO  AV.VCU -  notif as received false
18:17:23.917 [main] INFO  AV.VCU -  notif as received false
18:17:23.996 [main] INFO  AV.VCU -  notif as received false
18:17:24.131 [main] INFO  AV.VCU -  notif as received false
18:17:24.179 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
18:17:24.242 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
18:17:24.268 [main] INFO  AV.VCU -  notif as received false
18:17:24.374 [main] INFO  AV.VCU -  notif as received false
18:17:24.434 [main] INFO  AV.VCU -  notif as received false
18:17:24.522 [main] INFO  AV.VCU -  notif as received false
18:17:24.579 [main] INFO  AV.VCU -  notif as received false
18:17:24.700 [main] INFO  AV.VCU -  notif as received false
18:17:24.759 [main] INFO  AV.VCU -  notif as received false
18:17:24.885 [main] INFO  AV.VCU -  notif as received false
18:17:24.941 [main] INFO  AV.VCU -  notif as received false
18:17:25.028 [main] INFO  AV.VCU -  notif as received false
18:17:25.088 [main] INFO  AV.VCU -  notif as received false
18:17:25.201 [main] INFO  AV.VCU -  notif as received false
18:17:25.258 [main] INFO  AV.VCU -  notif as received false
18:17:25.346 [main] INFO  AV.VCU -  notif as received false
18:17:25.394 [main] INFO  AV.VCU -  notif as received false
18:17:25.462 [main] INFO  AV.VCU -  notif as received false
18:17:25.523 [main] INFO  AV.VCU -  notif as received false
18:17:25.618 [main] INFO  AV.VCU -  notif as received false
18:17:25.669 [main] INFO  AV.VCU -  notif as received false
18:17:25.737 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
