
-------------------------------------------------------------------
GMS: address=vagrant-20259, cluster=AV, physical address=10.0.2.15:57295
-------------------------------------------------------------------
16:55:24.225 [main] INFO  AV.VCU - waiting on readyToRun...
16:55:24.484 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:55:24.488 [main] INFO  AV.VCU - started logical time progression
16:55:24.489 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:55:24.532 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:55:24.736 [main] INFO  AV.VCU -  notif as received 0
16:55:25.967 [main] INFO  AV.VCU -  notif as received false
16:55:26.020 [main] INFO  AV.VCU -  notif as received false
16:55:26.126 [main] INFO  AV.VCU -  notif as received false
16:55:26.197 [main] INFO  AV.VCU -  notif as received false
16:55:26.322 [main] INFO  AV.VCU -  notif as received false
16:55:26.387 [main] INFO  AV.VCU -  notif as received false
16:55:26.456 [main] INFO  AV.VCU -  notif as received false
16:55:26.666 [main] INFO  AV.VCU -  notif as received false
16:55:26.681 [main] INFO  AV.VCU -  notif as received false
16:55:26.794 [main] INFO  AV.VCU -  notif as received false
16:55:26.861 [main] INFO  AV.VCU -  notif as received false
16:55:26.943 [main] INFO  AV.VCU -  notif as received false
16:55:26.996 [main] INFO  AV.VCU -  notif as received false
16:55:27.069 [main] INFO  AV.VCU -  notif as received false
16:55:27.125 [main] INFO  AV.VCU -  notif as received false
16:55:27.196 [main] INFO  AV.VCU -  notif as received false
16:55:27.257 [main] INFO  AV.VCU -  notif as received false
16:55:27.320 [main] INFO  AV.VCU -  notif as received false
16:55:27.376 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:55:27.389 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:55:27.449 [main] INFO  AV.VCU -  notif as received false
16:55:27.530 [main] INFO  AV.VCU -  notif as received false
16:55:27.589 [main] INFO  AV.VCU -  notif as received false
16:55:27.662 [main] INFO  AV.VCU -  notif as received false
16:55:27.714 [main] INFO  AV.VCU -  notif as received false
16:55:27.777 [main] INFO  AV.VCU -  notif as received false
16:55:27.835 [main] INFO  AV.VCU -  notif as received false
16:55:27.899 [main] INFO  AV.VCU -  notif as received false
16:55:27.957 [main] INFO  AV.VCU -  notif as received false
16:55:28.048 [main] INFO  AV.VCU -  notif as received false
16:55:28.100 [main] INFO  AV.VCU -  notif as received false
16:55:28.200 [main] INFO  AV.VCU -  notif as received false
16:55:28.254 [main] INFO  AV.VCU -  notif as received false
16:55:28.314 [main] INFO  AV.VCU -  notif as received false
