
-------------------------------------------------------------------
GMS: address=vagrant-33554, cluster=AV, physical address=10.0.2.15:58946
-------------------------------------------------------------------
16:50:52.112 [main] INFO  AV.VCU - waiting on readyToRun...
16:50:52.373 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:50:52.376 [main] INFO  AV.VCU - started logical time progression
16:50:52.377 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:50:52.404 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:50:52.474 [main] INFO  AV.VCU -  notif as received 0
16:50:53.585 [main] INFO  AV.VCU -  notif as received 0
16:50:53.649 [main] INFO  AV.VCU -  notif as received false
16:50:53.736 [main] INFO  AV.VCU -  notif as received false
16:50:53.805 [main] INFO  AV.VCU -  notif as received false
16:50:53.883 [main] INFO  AV.VCU -  notif as received false
16:50:53.959 [main] INFO  AV.VCU -  notif as received false
16:50:54.114 [main] INFO  AV.VCU -  notif as received false
16:50:54.164 [main] INFO  AV.VCU -  notif as received false
16:50:54.472 [main] INFO  AV.VCU -  notif as received false
16:50:54.496 [main] INFO  AV.VCU -  notif as received false
16:50:54.594 [main] INFO  AV.VCU -  notif as received false
16:50:54.645 [main] INFO  AV.VCU -  notif as received false
16:50:54.712 [main] INFO  AV.VCU -  notif as received false
16:50:54.768 [main] INFO  AV.VCU -  notif as received false
16:50:54.859 [main] INFO  AV.VCU -  notif as received false
16:50:54.919 [main] INFO  AV.VCU -  notif as received false
16:50:55.024 [main] INFO  AV.VCU -  notif as received false
16:50:55.078 [main] INFO  AV.VCU -  notif as received false
16:50:55.146 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:50:55.160 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:50:55.199 [main] INFO  AV.VCU -  notif as received false
16:50:55.329 [main] INFO  AV.VCU -  notif as received false
16:50:55.373 [main] INFO  AV.VCU -  notif as received false
16:50:55.433 [main] INFO  AV.VCU -  notif as received false
16:50:55.509 [main] INFO  AV.VCU -  notif as received false
16:50:55.564 [main] INFO  AV.VCU -  notif as received false
16:50:55.626 [main] INFO  AV.VCU -  notif as received false
16:50:55.677 [main] INFO  AV.VCU -  notif as received false
16:50:55.735 [main] INFO  AV.VCU -  notif as received false
16:50:55.796 [main] INFO  AV.VCU -  notif as received false
16:50:55.849 [main] INFO  AV.VCU -  notif as received false
16:50:55.906 [main] INFO  AV.VCU -  notif as received false
16:50:55.962 [main] INFO  AV.VCU -  notif as received false
16:50:56.034 [main] INFO  AV.VCU -  notif as received false
16:50:56.074 [main] INFO  AV.VCU -  notif as received false
16:50:56.153 [main] INFO  AV.VCU -  notif as received false
16:50:56.214 [main] INFO  AV.VCU -  notif as received false
16:50:56.284 [main] INFO  AV.VCU -  notif as received false
16:50:56.335 [main] INFO  AV.VCU -  notif as received false
