
-------------------------------------------------------------------
GMS: address=vagrant-30120, cluster=AV, physical address=10.0.2.15:56199
-------------------------------------------------------------------
16:23:32.337 [main] INFO  AV.VCU - waiting on readyToRun...
16:23:32.593 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:23:32.595 [main] INFO  AV.VCU - started logical time progression
16:23:32.596 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:23:32.613 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:23:32.872 [main] INFO  AV.VCU -  notif as received 0
16:23:34.275 [main] INFO  AV.VCU -  notif as received 0
16:23:34.339 [main] INFO  AV.VCU -  notif as received false
16:23:34.400 [main] INFO  AV.VCU -  notif as received false
16:23:34.473 [main] INFO  AV.VCU -  notif as received false
16:23:34.588 [main] INFO  AV.VCU -  notif as received false
16:23:34.662 [main] INFO  AV.VCU -  notif as received false
16:23:34.764 [main] INFO  AV.VCU -  notif as received false
16:23:34.813 [main] INFO  AV.VCU -  notif as received false
16:23:34.946 [main] INFO  AV.VCU -  notif as received false
16:23:35.005 [main] INFO  AV.VCU -  notif as received false
16:23:35.199 [main] INFO  AV.VCU -  notif as received false
16:23:35.276 [main] INFO  AV.VCU -  notif as received false
16:23:35.328 [main] INFO  AV.VCU -  notif as received false
16:23:35.421 [main] INFO  AV.VCU -  notif as received false
16:23:35.467 [main] INFO  AV.VCU -  notif as received false
16:23:35.540 [main] INFO  AV.VCU -  notif as received false
16:23:35.625 [main] INFO  AV.VCU -  notif as received false
16:23:35.678 [main] INFO  AV.VCU -  notif as received false
16:23:35.755 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:23:35.765 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:23:35.808 [main] INFO  AV.VCU -  notif as received false
16:23:35.919 [main] INFO  AV.VCU -  notif as received false
16:23:35.972 [main] INFO  AV.VCU -  notif as received false
16:23:36.018 [main] INFO  AV.VCU -  notif as received false
16:23:36.072 [main] INFO  AV.VCU -  notif as received false
16:23:36.142 [main] INFO  AV.VCU -  notif as received false
16:23:36.199 [main] INFO  AV.VCU -  notif as received false
16:23:36.279 [main] INFO  AV.VCU -  notif as received false
16:23:36.332 [main] INFO  AV.VCU -  notif as received false
16:23:36.427 [main] INFO  AV.VCU -  notif as received false
16:23:36.483 [main] INFO  AV.VCU -  notif as received false
16:23:36.560 [main] INFO  AV.VCU -  notif as received false
16:23:36.613 [main] INFO  AV.VCU -  notif as received false
16:23:36.661 [main] INFO  AV.VCU -  notif as received false
16:23:36.722 [main] INFO  AV.VCU -  notif as received false
16:23:36.785 [main] INFO  AV.VCU -  notif as received false
16:23:36.824 [main] INFO  AV.VCU -  notif as received false
16:23:36.919 [main] INFO  AV.VCU -  notif as received false
16:23:36.985 [main] INFO  AV.VCU -  notif as received false
16:23:37.055 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
16:23:37.061 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
16:23:37.111 [main] INFO  AV.VCU -  notif as received false
16:23:37.195 [main] INFO  AV.VCU -  notif as received false
16:23:37.260 [main] INFO  AV.VCU -  notif as received false
16:23:37.337 [main] INFO  AV.VCU -  notif as received false
16:23:37.389 [main] INFO  AV.VCU -  notif as received false
16:23:37.471 [main] INFO  AV.VCU -  notif as received false
16:23:37.524 [main] INFO  AV.VCU -  notif as received false
16:23:37.582 [main] INFO  AV.VCU -  notif as received false
16:23:37.654 [main] INFO  AV.VCU -  notif as received false
16:23:37.704 [main] INFO  AV.VCU -  notif as received false
16:23:37.764 [main] INFO  AV.VCU -  notif as received false
16:23:37.815 [main] INFO  AV.VCU -  notif as received false
16:23:37.872 [main] INFO  AV.VCU -  notif as received false
16:23:37.912 [main] INFO  AV.VCU -  notif as received false
16:23:37.987 [main] INFO  AV.VCU -  notif as received false
