
-------------------------------------------------------------------
GMS: address=vagrant-51575, cluster=AV, physical address=10.0.2.15:50053
-------------------------------------------------------------------
16:31:54.003 [main] INFO  AV.VCU - waiting on readyToRun...
16:31:54.267 [main] INFO  AV.VCU - ...synchronized on readyToRun
16:31:54.271 [main] INFO  AV.VCU - started logical time progression
16:31:54.273 [main] INFO  AV.VCU -  notif as received 0
 obstacle NOT detected 0 time 0
16:31:54.299 [main] INFO  AV.VCU -  OSD 00 currentime 0.0
16:31:54.490 [main] INFO  AV.VCU -  notif as received 0
16:31:55.503 [main] INFO  AV.VCU -  notif as received 0
16:31:55.575 [main] INFO  AV.VCU -  notif as received false
16:31:55.653 [main] INFO  AV.VCU -  notif as received false
16:31:55.729 [main] INFO  AV.VCU -  notif as received false
16:31:55.866 [main] INFO  AV.VCU -  notif as received false
16:31:55.938 [main] INFO  AV.VCU -  notif as received false
16:31:56.054 [main] INFO  AV.VCU -  notif as received false
16:31:56.102 [main] INFO  AV.VCU -  notif as received false
16:31:56.231 [main] INFO  AV.VCU -  notif as received false
16:31:56.298 [main] INFO  AV.VCU -  notif as received false
16:31:56.470 [main] INFO  AV.VCU -  notif as received false
16:31:56.484 [main] INFO  AV.VCU -  notif as received false
16:31:56.582 [main] INFO  AV.VCU -  notif as received false
16:31:56.609 [main] INFO  AV.VCU -  notif as received false
16:31:56.683 [main] INFO  AV.VCU -  notif as received false
16:31:56.714 [main] INFO  AV.VCU -  notif as received false
16:31:56.790 [main] INFO  AV.VCU -  notif as received false
16:31:56.846 [main] INFO  AV.VCU -  notif as received false
16:31:56.894 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 1
16:31:56.903 [main] INFO  AV.VCU -  OSD 00 currentime 20.0
16:31:56.942 [main] INFO  AV.VCU -  notif as received false
16:31:57.017 [main] INFO  AV.VCU -  notif as received false
16:31:57.072 [main] INFO  AV.VCU -  notif as received false
16:31:57.123 [main] INFO  AV.VCU -  notif as received false
16:31:57.173 [main] INFO  AV.VCU -  notif as received false
16:31:57.263 [main] INFO  AV.VCU -  notif as received false
16:31:57.317 [main] INFO  AV.VCU -  notif as received false
16:31:57.385 [main] INFO  AV.VCU -  notif as received false
16:31:57.444 [main] INFO  AV.VCU -  notif as received false
16:31:57.536 [main] INFO  AV.VCU -  notif as received false
16:31:57.602 [main] INFO  AV.VCU -  notif as received false
16:31:57.674 [main] INFO  AV.VCU -  notif as received false
16:31:57.726 [main] INFO  AV.VCU -  notif as received false
16:31:57.779 [main] INFO  AV.VCU -  notif as received false
16:31:57.841 [main] INFO  AV.VCU -  notif as received false
16:31:57.882 [main] INFO  AV.VCU -  notif as received false
16:31:57.964 [main] INFO  AV.VCU -  notif as received false
16:31:58.002 [main] INFO  AV.VCU -  notif as received false
16:31:58.068 [main] INFO  AV.VCU -  notif as received false
16:31:58.120 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 2
16:31:58.142 [main] INFO  AV.VCU -  OSD 00 currentime 40.0
16:31:58.195 [main] INFO  AV.VCU -  notif as received false
16:31:58.296 [main] INFO  AV.VCU -  notif as received false
16:31:58.357 [main] INFO  AV.VCU -  notif as received false
16:31:58.428 [main] INFO  AV.VCU -  notif as received false
16:31:58.481 [main] INFO  AV.VCU -  notif as received false
16:31:58.539 [main] INFO  AV.VCU -  notif as received false
16:31:58.599 [main] INFO  AV.VCU -  notif as received false
16:31:58.686 [main] INFO  AV.VCU -  notif as received false
16:31:58.737 [main] INFO  AV.VCU -  notif as received false
16:31:58.818 [main] INFO  AV.VCU -  notif as received false
16:31:58.878 [main] INFO  AV.VCU -  notif as received false
16:31:58.921 [main] INFO  AV.VCU -  notif as received false
16:31:58.974 [main] INFO  AV.VCU -  notif as received false
16:31:59.016 [main] INFO  AV.VCU -  notif as received false
16:31:59.092 [main] INFO  AV.VCU -  notif as received false
16:31:59.148 [main] INFO  AV.VCU -  notif as received false
16:31:59.204 [main] INFO  AV.VCU -  notif as received false
16:31:59.261 [main] INFO  AV.VCU -  notif as received false
16:31:59.313 [main] INFO  AV.VCU -  notif as received false
16:31:59.359 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 3
16:31:59.371 [main] INFO  AV.VCU -  OSD 00 currentime 60.0
16:31:59.448 [main] INFO  AV.VCU -  notif as received false
16:31:59.509 [main] INFO  AV.VCU -  notif as received false
16:31:59.570 [main] INFO  AV.VCU -  notif as received false
16:31:59.644 [main] INFO  AV.VCU -  notif as received false
16:31:59.701 [main] INFO  AV.VCU -  notif as received false
16:31:59.771 [main] INFO  AV.VCU -  notif as received false
16:31:59.870 [main] INFO  AV.VCU -  notif as received false
16:31:59.920 [main] INFO  AV.VCU -  notif as received false
16:31:59.981 [main] INFO  AV.VCU -  notif as received false
16:32:00.048 [main] INFO  AV.VCU -  notif as received false
16:32:00.099 [main] INFO  AV.VCU -  notif as received false
16:32:00.154 [main] INFO  AV.VCU -  notif as received false
16:32:00.201 [main] INFO  AV.VCU -  notif as received false
16:32:00.266 [main] INFO  AV.VCU -  notif as received false
16:32:00.313 [main] INFO  AV.VCU -  notif as received false
16:32:00.383 [main] INFO  AV.VCU -  notif as received false
16:32:00.451 [main] INFO  AV.VCU -  notif as received false
16:32:00.510 [main] INFO  AV.VCU -  notif as received false
16:32:00.550 [main] INFO  AV.VCU -  notif as received false
16:32:00.612 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 4
16:32:00.620 [main] INFO  AV.VCU -  OSD 00 currentime 80.0
16:32:00.670 [main] INFO  AV.VCU -  notif as received false
16:32:00.815 [main] INFO  AV.VCU -  notif as received false
16:32:00.857 [main] INFO  AV.VCU -  notif as received false
16:32:00.906 [main] INFO  AV.VCU -  notif as received false
16:32:00.965 [main] INFO  AV.VCU -  notif as received false
16:32:01.029 [main] INFO  AV.VCU -  notif as received false
16:32:01.087 [main] INFO  AV.VCU -  notif as received false
16:32:01.133 [main] INFO  AV.VCU -  notif as received false
16:32:01.225 [main] INFO  AV.VCU -  notif as received false
16:32:01.285 [main] INFO  AV.VCU -  notif as received false
16:32:01.349 [main] INFO  AV.VCU -  notif as received false
16:32:01.405 [main] INFO  AV.VCU -  notif as received false
16:32:01.457 [main] INFO  AV.VCU -  notif as received false
16:32:01.536 [main] INFO  AV.VCU -  notif as received false
16:32:01.590 [main] INFO  AV.VCU -  notif as received false
16:32:01.646 [main] INFO  AV.VCU -  notif as received false
16:32:01.698 [main] INFO  AV.VCU -  notif as received false
16:32:01.780 [main] INFO  AV.VCU -  notif as received false
16:32:01.838 [main] INFO  AV.VCU -  notif as received false
16:32:01.895 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 5
16:32:01.904 [main] INFO  AV.VCU -  OSD 00 currentime 100.0
16:32:01.954 [main] INFO  AV.VCU -  notif as received false
16:32:02.031 [main] INFO  AV.VCU -  notif as received false
16:32:02.084 [main] INFO  AV.VCU -  notif as received false
16:32:02.141 [main] INFO  AV.VCU -  notif as received false
16:32:02.187 [main] INFO  AV.VCU -  notif as received false
16:32:02.254 [main] INFO  AV.VCU -  notif as received false
16:32:02.310 [main] INFO  AV.VCU -  notif as received false
16:32:02.383 [main] INFO  AV.VCU -  notif as received false
16:32:02.433 [main] INFO  AV.VCU -  notif as received false
16:32:02.509 [main] INFO  AV.VCU -  notif as received false
16:32:02.561 [main] INFO  AV.VCU -  notif as received false
16:32:02.624 [main] INFO  AV.VCU -  notif as received false
16:32:02.677 [main] INFO  AV.VCU -  notif as received false
16:32:02.754 [main] INFO  AV.VCU -  notif as received false
16:32:02.799 [main] INFO  AV.VCU -  notif as received false
16:32:02.846 [main] INFO  AV.VCU -  notif as received false
16:32:02.869 [main] INFO  AV.VCU -  notif as received false
16:32:02.950 [main] INFO  AV.VCU -  notif as received false
16:32:02.983 [main] INFO  AV.VCU -  notif as received false
16:32:03.054 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 6
16:32:03.063 [main] INFO  AV.VCU -  OSD 00 currentime 120.0
16:32:03.103 [main] INFO  AV.VCU -  notif as received false
16:32:03.170 [main] INFO  AV.VCU -  notif as received false
16:32:03.223 [main] INFO  AV.VCU -  notif as received false
16:32:03.281 [main] INFO  AV.VCU -  notif as received false
16:32:03.333 [main] INFO  AV.VCU -  notif as received false
16:32:03.414 [main] INFO  AV.VCU -  notif as received false
16:32:03.480 [main] INFO  AV.VCU -  notif as received false
16:32:03.544 [main] INFO  AV.VCU -  notif as received false
16:32:03.584 [main] INFO  AV.VCU -  notif as received false
16:32:03.657 [main] INFO  AV.VCU -  notif as received false
16:32:03.712 [main] INFO  AV.VCU -  notif as received false
16:32:03.765 [main] INFO  AV.VCU -  notif as received false
16:32:03.821 [main] INFO  AV.VCU -  notif as received false
16:32:03.865 [main] INFO  AV.VCU -  notif as received false
16:32:03.907 [main] INFO  AV.VCU -  notif as received false
16:32:03.970 [main] INFO  AV.VCU -  notif as received false
16:32:04.013 [main] INFO  AV.VCU -  notif as received false
16:32:04.079 [main] INFO  AV.VCU -  notif as received false
16:32:04.130 [main] INFO  AV.VCU -  notif as received false
16:32:04.173 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 7
16:32:04.176 [main] INFO  AV.VCU -  OSD 00 currentime 140.0
16:32:04.352 [main] INFO  AV.VCU -  notif as received false
16:32:04.410 [main] INFO  AV.VCU -  notif as received false
16:32:04.457 [main] INFO  AV.VCU -  notif as received false
16:32:04.504 [main] INFO  AV.VCU -  notif as received false
16:32:04.560 [main] INFO  AV.VCU -  notif as received false
16:32:04.614 [main] INFO  AV.VCU -  notif as received false
16:32:04.666 [main] INFO  AV.VCU -  notif as received false
16:32:04.709 [main] INFO  AV.VCU -  notif as received false
16:32:04.766 [main] INFO  AV.VCU -  notif as received false
16:32:04.823 [main] INFO  AV.VCU -  notif as received false
16:32:04.871 [main] INFO  AV.VCU -  notif as received false
16:32:04.936 [main] INFO  AV.VCU -  notif as received false
16:32:04.978 [main] INFO  AV.VCU -  notif as received false
16:32:05.036 [main] INFO  AV.VCU -  notif as received false
16:32:05.079 [main] INFO  AV.VCU -  notif as received false
16:32:05.143 [main] INFO  AV.VCU -  notif as received false
16:32:05.193 [main] INFO  AV.VCU -  notif as received false
16:32:05.243 [main] INFO  AV.VCU -  notif as received false
16:32:05.287 [main] INFO  AV.VCU -  notif as received false
16:32:05.350 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 8
16:32:05.353 [main] INFO  AV.VCU -  OSD 00 currentime 160.0
16:32:05.408 [main] INFO  AV.VCU -  notif as received false
16:32:05.478 [main] INFO  AV.VCU -  notif as received false
16:32:05.551 [main] INFO  AV.VCU -  notif as received false
16:32:05.573 [main] INFO  AV.VCU -  notif as received false
16:32:05.687 [main] INFO  AV.VCU -  notif as received false
16:32:05.742 [main] INFO  AV.VCU -  notif as received false
16:32:05.795 [main] INFO  AV.VCU -  notif as received false
16:32:05.823 [main] INFO  AV.VCU -  notif as received false
16:32:05.894 [main] INFO  AV.VCU -  notif as received false
16:32:05.955 [main] INFO  AV.VCU -  notif as received false
16:32:06.002 [main] INFO  AV.VCU -  notif as received false
16:32:06.075 [main] INFO  AV.VCU -  notif as received false
16:32:06.130 [main] INFO  AV.VCU -  notif as received false
16:32:06.185 [main] INFO  AV.VCU -  notif as received false
16:32:06.213 [main] INFO  AV.VCU -  notif as received false
16:32:06.309 [main] INFO  AV.VCU -  notif as received false
16:32:06.365 [main] INFO  AV.VCU -  notif as received false
16:32:06.454 [main] INFO  AV.VCU -  notif as received false
16:32:06.520 [main] INFO  AV.VCU -  notif as received false
16:32:06.579 [main] INFO  AV.VCU -  notif as received false
 obstacle NOT detected 0 time 9
16:32:06.593 [main] INFO  AV.VCU -  OSD 00 currentime 180.0
16:32:06.634 [main] INFO  AV.VCU -  notif as received false
16:32:06.823 [main] INFO  AV.VCU -  notif as received false
16:32:06.881 [main] INFO  AV.VCU -  notif as received false
